,threshold,weighted_mean_probability,auc,accuracy,Grand lac,Haut lac,Petit lac,split
149,1.5,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
150,1.51,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
151,1.52,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
152,1.53,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
153,1.54,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
154,1.55,0.0036101774822685,0.7608695652173914,0.9857142857142858,0.0035943484931919,0.0036254345177489,0.0035970381984773,rsr
155,1.56,0.0036101774822685,0.7608695652173914,0.9857142857142858,0.0035943484931919,0.0036254345177489,0.0035970381984773,rsr
0,1.0,0.4967285631162393,0.8132678132678133,0.7857142857142857,0.4798651254334306,0.5278150998129395,0.4561883627436048,rsq
1,2.0,0.3385790795842076,0.7972861842105263,0.5428571428571428,0.3236230471216268,0.3628197088433372,0.3085828246922849,rsq
2,3.0,0.274427208906807,0.782608695652174,0.6571428571428571,0.2546962777385729,0.2978002757041175,0.2502557119989872,rsq
3,4.0,0.2453738008984723,0.7830188679245282,0.7571428571428571,0.2299460329588057,0.2645828053290386,0.2248035853371607,rsq
4,5.0,0.2025872606256859,0.7557354925775979,0.8142857142857143,0.1836113963119426,0.22222731855188,0.1844202987226877,rsq
5,6.0,0.1553223198798047,0.7657935285053928,0.8428571428571429,0.144310075969472,0.1672330434048311,0.1438614539126865,rsq
6,7.0,0.1301755475071457,0.7006048387096774,0.8857142857142857,0.1198934125424473,0.1399503585883818,0.1218835852775589,rsq
7,8.0,0.1265237775154712,0.6848072562358276,0.9,0.1166702337874508,0.1364590743696876,0.1175611538487867,rsq
8,9.0,0.1119932019718428,0.7769230769230769,0.9285714285714286,0.1045974452976833,0.1195187125764173,0.105143754756326,rsq
9,10.0,0.1083655697413227,0.7769230769230769,0.9285714285714286,0.101543170504361,0.115328349158154,0.1020101111548009,rsq
10,11.0,0.0975005071656372,0.7769230769230769,0.9285714285714286,0.0922936298441258,0.1028756417774222,0.0925406302006374,rsq
11,12.0,0.0865609173223099,0.7769230769230769,0.9285714285714286,0.0827876246717423,0.0905267367871761,0.0828402917041097,rsq
12,13.0,0.0722006998857321,0.7727272727272727,0.9428571428571428,0.0685292472218912,0.0754946034429156,0.0695913301142088,rsq
13,14.0,0.0722006998857321,0.7727272727272727,0.9428571428571428,0.0685292472218912,0.0754946034429156,0.0695913301142088,rsq
14,15.0,0.0722006998857321,0.7727272727272727,0.9428571428571428,0.0685292472218912,0.0754946034429156,0.0695913301142088,rsq
15,16.0,0.064947616720387,0.7686567164179104,0.9571428571428572,0.0619706217855059,0.0679245990047028,0.0622840123112419,rsq
16,17.0,0.0613279959040947,0.7686567164179104,0.9571428571428572,0.0587345939657589,0.0639309565689062,0.0589904785539958,rsq
17,18.0,0.0468805248981926,0.7686567164179104,0.9571428571428572,0.0450711617577972,0.0485397879543275,0.0455302211865155,rsq
18,19.0,0.039659985888693,0.7647058823529411,0.9714285714285714,0.0384246991682093,0.0407743360427268,0.0387711421524336,rsq
19,20.0,0.0360324284668469,0.7647058823529411,0.9714285714285714,0.035046478113603,0.036913361518403,0.0353381880590701,rsq
20,21.0,0.0360324284668469,0.7647058823529411,0.9714285714285714,0.035046478113603,0.036913361518403,0.0353381880590701,rsq
21,22.0,0.0323766035938452,0.7647058823529411,0.9714285714285714,0.0316103800354429,0.0330516890917052,0.0318541243078243,rsq
22,23.0,0.0251742876693404,0.7647058823529411,0.9714285714285714,0.0247366553646646,0.0256921004318165,0.0246392411038299,rsq
23,24.0,0.0251742876693404,0.7647058823529411,0.9714285714285714,0.0247366553646646,0.0256921004318165,0.0246392411038299,rsq
24,25.0,0.0251742876693404,0.7647058823529411,0.9714285714285714,0.0247366553646646,0.0256921004318165,0.0246392411038299,rsq
25,26.0,0.0251742876693404,0.7608695652173914,0.9857142857142858,0.0247366553646646,0.0256921004318165,0.0246392411038299,rsq
26,27.0,0.0251742876693404,0.7608695652173914,0.9857142857142858,0.0247366553646646,0.0256921004318165,0.0246392411038299,rsq
27,28.0,0.0215962287087962,0.7608695652173914,0.9857142857142858,0.0213054020988107,0.0219576892634148,0.0212096178410447,rsq
28,29.0,0.0215962287087962,0.7608695652173914,0.9857142857142858,0.0213054020988107,0.0219576892634148,0.0212096178410447,rsq
29,30.0,0.0215962287087962,0.7608695652173914,0.9857142857142858,0.0213054020988107,0.0219576892634148,0.0212096178410447,rsq
30,31.0,0.0215962287087962,0.7608695652173914,0.9857142857142858,0.0213054020988107,0.0219576892634148,0.0212096178410447,rsq
31,32.0,0.0215962287087962,0.7608695652173914,0.9857142857142858,0.0213054020988107,0.0219576892634148,0.0212096178410447,rsq
32,33.0,0.0215962287087962,0.7608695652173914,0.9857142857142858,0.0213054020988107,0.0219576892634148,0.0212096178410447,rsq
33,34.0,0.0180105643489899,0.7608695652173914,0.9857142857142858,0.0176283309235608,0.0183729100579061,0.0177041545663132,rsq
34,35.0,0.0144077240864123,0.7608695652173914,0.9857142857142858,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsq
35,36.0,0.0144077240864123,0.7608695652173914,0.9857142857142858,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsq
36,37.0,0.0144077240864123,0.7608695652173914,0.9857142857142858,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsq
37,38.0,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsq
38,39.0,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsq
39,40.0,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsq
40,41.0,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsq
41,42.0,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsq
42,43.0,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsq
43,44.0,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsq
44,45.0,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsq
45,46.0,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsq
