,threshold,weighted_mean_probability,auc,accuracy,Grand lac,Haut lac,Petit lac,split
18,19.0,0.0432248898782269,0.5598958333333334,0.979591836734694,0.042458411125937,0.0450843347944698,0.042906290743701,dsq
19,20.0,0.0393658311905807,0.5598958333333334,0.979591836734694,0.0387272995958173,0.0408789499841602,0.0391323546686536,dsq
20,21.0,0.0393658311905807,0.5598958333333334,0.979591836734694,0.0387272995958173,0.0408789499841602,0.0391323546686536,dsq
21,22.0,0.0354939350413058,0.5598958333333334,0.979591836734694,0.0349730523562361,0.0366934708778772,0.0353344026754009,dsq
22,23.0,0.027614826356753,0.5598958333333334,0.979591836734694,0.0272974125264575,0.0285634355841716,0.0273241533406732,dsq
23,24.0,0.027614826356753,0.5598958333333334,0.979591836734694,0.0272974125264575,0.0285634355841716,0.0273241533406732,dsq
24,25.0,0.027614826356753,0.5598958333333334,0.979591836734694,0.0272974125264575,0.0285634355841716,0.0273241533406732,dsq
25,26.0,0.0237182904908248,0.5598958333333334,0.979591836734694,0.0234861722465003,0.0244192931309751,0.0234992347174782,dsq
26,27.0,0.0237182904908248,0.5598958333333334,0.979591836734694,0.0234861722465003,0.0244192931309751,0.0234992347174782,dsq
27,28.0,0.0197904369172383,0.5598958333333334,0.979591836734694,0.0196268006848986,0.020283241970869,0.0196372362369728,dsq
28,29.0,0.0197904369172383,0.5598958333333334,0.979591836734694,0.0196268006848986,0.020283241970869,0.0196372362369728,dsq
29,30.0,0.0197904369172383,0.5598958333333334,0.979591836734694,0.0196268006848986,0.020283241970869,0.0196372362369728,dsq
30,31.0,0.0197904369172383,0.5598958333333334,0.979591836734694,0.0196268006848986,0.020283241970869,0.0196372362369728,dsq
31,32.0,0.0197904369172383,0.5598958333333334,0.979591836734694,0.0196268006848986,0.020283241970869,0.0196372362369728,dsq
32,33.0,0.0197904369172383,0.5598958333333334,0.979591836734694,0.0196268006848986,0.020283241970869,0.0196372362369728,dsq
33,34.0,0.0197904369172383,0.8814432989690721,0.9897959183673468,0.0196268006848986,0.020283241970869,0.0196372362369728,dsq
0,0.01,0.4863817259133853,0.8186274509803921,0.8,0.4646733476657301,0.5194162330613478,0.4466906305017756,rsr
1,0.02,0.4428632651400293,0.8316953316953317,0.5285714285714286,0.4255243858084601,0.4733760185585614,0.403775230003534,rsr
2,0.03,0.3566748562435151,0.8052109181141439,0.5571428571428572,0.3400706831434795,0.3824091752825178,0.325480334947437,rsr
3,0.04,0.3135860311331925,0.8048469387755102,0.6,0.2979023699906137,0.3358618823731865,0.2877567309891951,rsr
4,0.05,0.2781062003311857,0.8041958041958042,0.6285714285714286,0.2578650377952963,0.3010159897071926,0.2552202489799167,rsr
5,0.06,0.2347176614912229,0.734739178690344,0.7571428571428571,0.2176097780803057,0.2550182098158972,0.2136974180673631,rsr
6,0.0699999999999999,0.2277234978906659,0.734739178690344,0.7571428571428571,0.2085728567172899,0.2486556741743505,0.2074007034855141,rsr
7,0.08,0.2097395559162926,0.7239583333333333,0.7714285714285715,0.1908301697815769,0.2299386848306697,0.1905126707163636,rsr
8,0.09,0.1951381812278853,0.7008928571428572,0.8,0.1791227537918607,0.2132387477898274,0.1770772866650633,rsr
9,0.0999999999999999,0.1843389116141076,0.6745689655172413,0.8285714285714286,0.1690179795108058,0.2011185326527514,0.1680204237426465,rsr
10,0.11,0.1843389116141076,0.6594761171032357,0.8428571428571429,0.1690179795108058,0.2011185326527514,0.1680204237426465,rsr
11,0.12,0.1770329731684947,0.6594761171032357,0.8428571428571429,0.1629371576685189,0.1933026299485561,0.1605308959567843,rsr
12,0.13,0.1662277970919203,0.6425,0.8571428571428571,0.152830159481376,0.1811994926301449,0.1514237018855844,rsr
13,0.14,0.1483448111137152,0.5846994535519126,0.8714285714285714,0.1340982610712019,0.1632157788103239,0.134480518957822,rsr
14,0.15,0.1338858969605888,0.6108870967741935,0.8857142857142857,0.1212221277762516,0.1467171654334578,0.1222554205424934,rsr
15,0.16,0.1338858969605888,0.6108870967741935,0.8857142857142857,0.1212221277762516,0.1467171654334578,0.1222554205424934,rsr
16,0.17,0.1302464250438596,0.6108870967741935,0.8857142857142857,0.1182812296970797,0.142389784348622,0.1192219042298247,rsr
17,0.18,0.1085282611069655,0.6848072562358276,0.9,0.0993707867681136,0.1175170530093506,0.1006365842164072,rsr
18,0.19,0.1085282611069655,0.6848072562358276,0.9,0.0993707867681136,0.1175170530093506,0.1006365842164072,rsr
19,0.2,0.1048989509157414,0.6653645833333334,0.9142857142857144,0.0963587449488149,0.1132873117004413,0.0975294369556339,rsr
20,0.21,0.1048989509157414,0.64,0.9285714285714286,0.0963587449488149,0.1132873117004413,0.0975294369556339,rsr
21,0.22,0.1048989509157414,0.64,0.9285714285714286,0.0963587449488149,0.1132873117004413,0.0975294369556339,rsr
22,0.23,0.094035272718553,0.7727272727272727,0.9428571428571428,0.0862884755143796,0.1013244573866857,0.0879228134424709,rsr
23,0.24,0.090401531300987,0.7727272727272727,0.9428571428571428,0.0832303153877152,0.0971406857148792,0.0847583429037916,rsr
24,0.25,0.090401531300987,0.7727272727272727,0.9428571428571428,0.0832303153877152,0.0971406857148792,0.0847583429037916,rsr
25,0.26,0.0831380723378168,0.7727272727272727,0.9428571428571428,0.0770632205152224,0.0888307886086072,0.0783865001155657,rsr
26,0.27,0.0795084715600746,0.7727272727272727,0.9428571428571428,0.0739534981255212,0.0847056354820605,0.0751785228779633,rsr
27,0.28,0.0758803570211728,0.7686567164179104,0.9571428571428572,0.0708257608383459,0.0806010132173195,0.0719554004127029,rsr
28,0.29,0.072253759877025,0.7686567164179104,0.9571428571428572,0.067679540701985,0.0765174291091795,0.068716758407679,rsr
29,0.3,0.0686286850028874,0.7686567164179104,0.9571428571428572,0.0645143223331957,0.0724553854431556,0.0654621771300263,rsr
30,0.31,0.0613751668323652,0.7686567164179104,0.9571428571428572,0.0579944011752439,0.0648189409786486,0.058237519211177,rsr
31,0.32,0.0613751668323652,0.7686567164179104,0.9571428571428572,0.0579944011752439,0.0648189409786486,0.058237519211177,rsr
32,0.33,0.0577348701982964,0.7686567164179104,0.9571428571428572,0.054755644200404,0.0607882228083111,0.0549365993153317,rsr
33,0.34,0.0577348701982964,0.7686567164179104,0.9571428571428572,0.054755644200404,0.0607882228083111,0.0549365993153317,rsr
34,0.35,0.0577348701982964,0.7686567164179104,0.9571428571428572,0.054755644200404,0.0607882228083111,0.0549365993153317,rsr
35,0.36,0.0541135026473515,0.7686567164179104,0.9571428571428572,0.0515143121318797,0.0567922271080085,0.0516455872315979,rsr
36,0.37,0.0505390150232524,0.7686567164179104,0.9571428571428572,0.0477391232996965,0.0532120568146427,0.0482608433597355,rsr
37,0.38,0.0505390150232524,0.7686567164179104,0.9571428571428572,0.0477391232996965,0.0532120568146427,0.0482608433597355,rsr
38,0.39,0.0505390150232524,0.7686567164179104,0.9571428571428572,0.0477391232996965,0.0532120568146427,0.0482608433597355,rsr
39,0.4,0.0469170624835445,0.7686567164179104,0.9571428571428572,0.0444886323118084,0.0492373689467787,0.0449377410714156,rsr
40,0.41,0.0432997336038153,0.7686567164179104,0.9571428571428572,0.0412080912418109,0.0452913334169418,0.0416072876305403,rsr
41,0.42,0.0432997336038153,0.7686567164179104,0.9571428571428572,0.0412080912418109,0.0452913334169418,0.0416072876305403,rsr
42,0.43,0.0432997336038153,0.7686567164179104,0.9571428571428572,0.0412080912418109,0.0452913334169418,0.0416072876305403,rsr
43,0.44,0.0432997336038153,0.7686567164179104,0.9571428571428572,0.0412080912418109,0.0452913334169418,0.0416072876305403,rsr
44,0.45,0.0432997336038153,0.7686567164179104,0.9571428571428572,0.0412080912418109,0.0452913334169418,0.0416072876305403,rsr
45,0.46,0.0432997336038153,0.7686567164179104,0.9571428571428572,0.0412080912418109,0.0452913334169418,0.0416072876305403,rsr
46,0.47,0.0396957893569742,0.7686567164179104,0.9571428571428572,0.0379313538391967,0.0413765179425025,0.0382668752461455,rsr
47,0.48,0.0396957893569742,0.7686567164179104,0.9571428571428572,0.0379313538391967,0.0413765179425025,0.0382668752461455,rsr
48,0.49,0.0396957893569742,0.7686567164179104,0.9571428571428572,0.0379313538391967,0.0413765179425025,0.0382668752461455,rsr
49,0.5,0.0396957893569742,0.7686567164179104,0.9571428571428572,0.0379313538391967,0.0413765179425025,0.0382668752461455,rsr
50,0.51,0.0396957893569742,0.7686567164179104,0.9571428571428572,0.0379313538391967,0.0413765179425025,0.0382668752461455,rsr
51,0.52,0.0396957893569742,0.7686567164179104,0.9571428571428572,0.0379313538391967,0.0413765179425025,0.0382668752461455,rsr
52,0.53,0.0396957893569742,0.7686567164179104,0.9571428571428572,0.0379313538391967,0.0413765179425025,0.0382668752461455,rsr
53,0.54,0.0396957893569742,0.7647058823529411,0.9714285714285714,0.0379313538391967,0.0413765179425025,0.0382668752461455,rsr
54,0.55,0.0396957893569742,0.7647058823529411,0.9714285714285714,0.0379313538391967,0.0413765179425025,0.0382668752461455,rsr
55,0.56,0.0360750156012511,0.7647058823529411,0.9714285714285714,0.0346051961581597,0.0374732276110328,0.0348880536117761,rsr
56,0.5700000000000001,0.0360750156012511,0.7647058823529411,0.9714285714285714,0.0346051961581597,0.0374732276110328,0.0348880536117761,rsr
57,0.5800000000000001,0.0360750156012511,0.7647058823529411,0.9714285714285714,0.0346051961581597,0.0374732276110328,0.0348880536117761,rsr
58,0.59,0.0360750156012511,0.7647058823529411,0.9714285714285714,0.0346051961581597,0.0374732276110328,0.0348880536117761,rsr
59,0.6,0.0360750156012511,0.7647058823529411,0.9714285714285714,0.0346051961581597,0.0374732276110328,0.0348880536117761,rsr
60,0.61,0.0360750156012511,0.7647058823529411,0.9714285714285714,0.0346051961581597,0.0374732276110328,0.0348880536117761,rsr
61,0.62,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
62,0.63,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
63,0.64,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
64,0.65,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
65,0.66,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
66,0.67,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
67,0.68,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
68,0.6900000000000001,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
69,0.7000000000000001,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
70,0.7100000000000001,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
71,0.72,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
72,0.73,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
73,0.74,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
74,0.75,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
75,0.76,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
76,0.77,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
77,0.78,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
78,0.79,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
79,0.8,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
80,0.81,0.0252261628625389,0.7647058823529411,0.9714285714285714,0.0244877390123891,0.0259272118661327,0.0246323491430839,rsr
81,0.8200000000000001,0.0216171044958514,0.7647058823529411,0.9714285714285714,0.0210706356553888,0.0221355351784638,0.0211783322368537,rsr
82,0.8300000000000001,0.0180105643489899,0.7647058823529411,0.9714285714285714,0.0176283309235608,0.0183729100579061,0.0177041545663132,rsr
83,0.8400000000000001,0.0144077240864123,0.7647058823529411,0.9714285714285714,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsr
84,0.85,0.0144077240864123,0.7647058823529411,0.9714285714285714,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsr
85,0.86,0.0144077240864123,0.7647058823529411,0.9714285714285714,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsr
86,0.87,0.0144077240864123,0.7647058823529411,0.9714285714285714,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsr
87,0.88,0.0144077240864123,0.7647058823529411,0.9714285714285714,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsr
88,0.89,0.0144077240864123,0.7647058823529411,0.9714285714285714,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsr
89,0.9,0.0144077240864123,0.7647058823529411,0.9714285714285714,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsr
90,0.91,0.0144077240864123,0.7647058823529411,0.9714285714285714,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsr
91,0.92,0.0144077240864123,0.7647058823529411,0.9714285714285714,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsr
92,0.93,0.0144077240864123,0.7647058823529411,0.9714285714285714,0.0141612543571924,0.0146412069544696,0.0142104381855067,rsr
93,0.94,0.010811963570987,0.7647058823529411,0.9714285714285714,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
94,0.95,0.010811963570987,0.7647058823529411,0.9714285714285714,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
95,0.96,0.010811963570987,0.7647058823529411,0.9714285714285714,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
96,0.97,0.010811963570987,0.7647058823529411,0.9714285714285714,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
97,0.98,0.010811963570987,0.7647058823529411,0.9714285714285714,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
98,0.99,0.010811963570987,0.7647058823529411,0.9714285714285714,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
99,1.0,0.010811963570987,0.7647058823529411,0.9714285714285714,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
100,1.01,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
101,1.02,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
102,1.03,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
103,1.04,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
104,1.05,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
105,1.06,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
106,1.07,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
107,1.08,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
108,1.09,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
109,1.1,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
110,1.11,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
111,1.12,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
112,1.13,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
113,1.14,0.010811963570987,0.7608695652173914,0.9857142857142858,0.0106720482608704,0.0109444808952806,0.0107000146891975,rsr
114,1.15,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
115,1.16,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
116,1.17,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
117,1.18,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
118,1.19,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
119,1.2,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
120,1.21,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
121,1.22,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
122,1.23,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
123,1.24,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
124,1.25,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
125,1.26,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
126,1.27,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
127,1.28,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
128,1.29,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
129,1.3,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
130,1.31,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
131,1.32,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
132,1.33,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
133,1.34,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
134,1.35,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
135,1.36,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
136,1.37,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
137,1.38,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
138,1.39,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
139,1.4,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
140,1.41,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
141,1.42,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
142,1.43,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
143,1.44,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
144,1.45,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
145,1.46,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
146,1.47,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
147,1.48,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
148,1.49,0.0072346299225174,0.7608695652173914,0.9857142857142858,0.0071714105637812,0.0072947000700072,0.0071837006637734,rsr
