sample_id,location,date,quantity,pcs/m,region
"('tougues', '10.08.2022')",Tougues,2022-08-10,0,0.0,Petit lac
"('tougues', '22.10.2022')",Tougues,2022-10-22,0,0.0,Petit lac
"('tougues', '29.01.2022')",Tougues,2022-01-29,0,0.0,Petit lac
"('versoix', '14.08.2022')",Versoix,2022-08-14,0,0.0,Petit lac
"('versoix', '15.10.2022')",Versoix,2022-10-15,0,0.0,Petit lac
"('versoix', '2/5/2022')",Versoix,2022-05-02,0,0.0,Petit lac
"('versoix', '30.04.2022')",Versoix,2022-04-30,0,0.0,Petit lac
"('amphion', '01.02.2022')",Amphion,2022-02-01,33,0.3626373626373626,Grand lac
"('amphion', '03.05.2022')",Amphion,2022-05-03,12,0.1318681318681318,Grand lac
"('amphion', '18.10.2022')",Amphion,2022-10-18,5,0.0549450549450549,Grand lac
"('amphion', '19.07.2022')",Amphion,2022-07-19,12,0.1318681318681318,Grand lac
"('baby-plage', '22.01.2022')",Baby Plage,2022-01-22,3,0.037037037037037,Petit lac
"('bouveret', '03.09.2022')",Bouveret,2022-09-03,2,0.0172413793103448,Haut lac
"('bouveret', '05.11.2022')",Bouveret,2022-11-05,5,0.043103448275862,Haut lac
"('bouveret', '15.01.2022')",Bouveret,2022-01-15,34,0.293103448275862,Haut lac
"('bouveret', '30.04.2022')",Bouveret,2022-04-30,5,0.043103448275862,Haut lac
"('clarens', '16.01.2022')",Clarens,2022-01-16,1,0.0192307692307692,Haut lac
"('clarens', '17.12.2022')",Clarens,2022-12-17,1,0.0192307692307692,Haut lac
"('clarens', '29.04.2022')",Clarens,2022-04-29,1,0.0192307692307692,Haut lac
"('clarens', '30.07.2022')",Clarens,2022-07-30,3,0.0576923076923076,Haut lac
"('excenevex', '06.11.2022')",Excenevex,2022-11-06,1,0.0083333333333333,Grand lac
"('excenevex', '08.05.2022')",Excenevex,2022-05-08,1,0.0083333333333333,Grand lac
"('grangettes', '02.05.2022')",Grangettes,2022-05-02,2,0.0303030303030303,Haut lac
"('grangettes', '08.11.2022')",Grangettes,2022-11-08,6,0.0909090909090909,Haut lac
"('lugrin', '02.07.2022')",Lugrin,2022-07-02,4,0.0571428571428571,Grand lac
"('lugrin', '05.11.2022')",Lugrin,2022-11-05,3,0.0428571428571428,Grand lac
"('lugrin', '07.05.2022')",Lugrin,2022-05-07,2,0.0285714285714285,Grand lac
"('lutry', '02.11.2022')",Lutry,2022-11-02,4,0.0606060606060606,Grand lac
"('lutry', '08.09.2022')",Lutry,2022-09-08,4,0.0606060606060606,Grand lac
"('lutry', '19.05.2022')",Lutry,2022-05-19,6,0.0909090909090909,Grand lac
"('pichette', '03.02.2022')",Pichette,2022-02-03,1,0.025,Haut lac
"('port-choiseul', '15.01.2022')",Port Choiseul,2022-01-15,3,0.0384615384615384,Petit lac
"('port-choiseul', '16.04.2022')",Port Choiseul,2022-04-16,4,0.0512820512820512,Petit lac
"('preverenges', '05.11.2022')",Préverenges,2022-11-05,2,0.016,Grand lac
"('preverenges', '30.04.2022')",Préverenges,2022-04-30,1,0.008,Grand lac
"('saint-disdille', '10.09.2022')",Saint-Disdille,2022-09-10,4,0.04,Grand lac
"('saint-disdille', '22.10.2022')",Saint-Disdille,2022-10-22,2,0.02,Grand lac
"('saint-disdille', '23.04.2022')",Saint-Disdille,2022-04-23,4,0.04,Grand lac
"('saint-disdille', '29.01.2022')",Saint-Disdille,2022-01-29,17,0.17,Grand lac
"('savonniere', '01.05.2022')",Savonnière,2022-05-01,4,0.0727272727272727,Petit lac
"('savonniere', '16.01.2022')",Savonnière,2022-01-16,1,0.0181818181818181,Petit lac
"('vidy', '04.02.2022')",Vidy,2022-02-04,2,0.028169014084507,Grand lac
"('vidy', '12.07.2022')",Vidy,2022-07-12,2,0.028169014084507,Grand lac
"('vidy', '13.05.2022')",Vidy,2022-05-13,1,0.0140845070422535,Grand lac
"('vidy', '18.10.2022')",Vidy,2022-10-18,1,0.0140845070422535,Grand lac
